Name,Type,MV,Colors,Cost,Sub-types,Produced,Flags,Power,FlagsVer
Stress Dream,Instant,5,R U,{3}{U}{R},,,,,3
Strife Scholar // Awaken the Ages,Creature,3,R,{2}{R} // {5}{R},Orc;Sorcerer,,,3,3
Strix Lookout,Creature,2,U,{1}{U},Bird,,draw,1,3
Strixhaven Skycoach,Artifact,3,,{3},Vehicle,,fetch:basic,3,3
Strong Back,Enchantment,3,G,{2}{G},Aura,,,,3
Strongarm Thug,Creature,3,B,{2}{B},Human;Mercenary,,,1,3
Stronghold Biologist,Creature,3,U,{2}{U},Human;Spellshaper,,counter,1,3
Stronghold Machinist,Creature,3,U,{2}{U},Human;Spellshaper,,counter,1,3
Stubborn Denial,Instant,1,U,{U},,,counter,,3
Stuck in Summoner's Sanctum,Enchantment,3,U,{2}{U},Aura,,,,3
Studious First-Year // Rampant Growth,Creature,1,G,{G} // {1}{G},Bear;Wizard,,fetch:basic;ramp,1,3
Study Hall,Land,0,,,,W U B R G C,,,3
Stump Stomp,Sorcery,2,G R,{1}{R/G},,R G,etb-tapped,,3
Stunning Shot,Sorcery,2,W,{1}{W},,,,,3
Sublime Epiphany,Instant,6,U,{4}{U}{U},,,counter,,3
Submerge,Instant,5,U,{4}{U},,,,,3
Subterranean Cavern,Land,0,B G,,,B G,etb-tapped,,3
Subterranean Hangar,Land,0,B,,,B,etb-tapped,,3
Suburban Sanctuary,Land,0,G W,,,W G,etb-tapped,,3
Subway Train,Artifact,2,G,{2},Vehicle,,fetch:basic,3,3
Sudden Strike,Instant,2,W,{1}{W},,,removal,,3
"Suki, Kyoshi Warrior",Creature,4,G W,{2}{G/W}{G/W},Human;Warrior;Ally,,,*,3
Sulfur Falls,Land,0,R U,,,U R,etb-tapped-cond,,3
Sulfurous Springs,Land,0,B R,,,B R C,,,3
Sumala Sentry,Creature,2,G W,{G}{W},Elf;Archer,,,1,3
Summit Sentinel,Creature,2,U,{1}{U},Elemental;Soldier,,draw,1,3
Summon: Anima,Creature,6,B,{4}{B}{B},Saga;Horror,,draw,4,3
Summon: Choco/Mog,Creature,3,W,{2}{W},Saga;Bird;Moogle,,,3,3
Summon: G.F. Ifrit,Creature,3,R,{2}{R},Saga;Demon,R,draw,3,3
Summon: Good King Mog XII,Creature,5,W,{4}{W},Saga;Moogle,,,4,3
Summon: Kujata,Creature,6,R,{5}{R},Saga;Ox,,draw,7,3
Summon: Primal Garuda,Creature,4,W,{3}{W},Saga;Harpy,,,3,3
Summon: Shiva,Creature,5,U,{3}{U}{U},Saga;Elemental,,draw,4,3
Summon: Valefor,Creature,5,U,{4}{U},Saga;Drake,,,5,3
Summoned Dromedary,Creature,4,W,{3}{W},Spirit;Camel,,,4,3
Summoning Materia,Artifact,3,G,{2}{G},Equipment,G,ramp;rock,,3
Sun Titan,Creature,6,W,{4}{W}{W},Giant,,,6,3
Sun-Blessed Healer,Creature,2,W,{1}{W},Human;Cleric,,,3,3
Sun-Dappled Celebrant,Creature,6,W,{4}{W}{W},Treefolk;Cleric,,,5,3
"Sun-Spider, Nimble Webber",Creature,4,U W,{3}{W/U},Spider;Human;Hero,,,3,3
Sunbillow Verge,Land,0,R W,,,W R,,,3
Sunbird's Invocation,Enchantment,6,R,{5}{R},,,,,3
Sunderflock,Creature,9,U,{7}{U}{U},Elemental,,,5,3
Sundering Archaic,Creature,6,,{6},Avatar,,,3,3
Sungrass Prairie,Land,0,G W,,,W G,mana2,,3
Sunken Field,Enchantment,2,U,{1}{U},Aura,,counter,,3
Sunken Hollow,Land,0,B U,,Island;Swamp,U B,etb-tapped-cond,,3
Sunken Ruins,Land,0,B U,,,U B C,mana3,,3
Sunlit Marsh,Land,0,B W,,Plains;Swamp,W B,etb-tapped,,3
Sunpetal Grove,Land,0,G W,,,W G,etb-tapped-cond,,3
Sunscorched Divide,Land,0,R W,,,W R,mana2,,3
Super Intelligence,Enchantment,1,U,{U},Aura,,draw,,3
Super Mutant Scavenger,Creature,5,G,{4}{G},Mutant;Warrior,,,5,3
Super Speed,Enchantment,1,R,{R},Aura,,,,3
Super Strength,Enchantment,5,G,{4}{G},Aura,,,,3
Super Suit,Artifact,2,U,{1}{U},Equipment,,,,3
Super Villain Lockup,Enchantment,2,W,{1}{W},,,removal,,3
Super-Adaptoid,Creature,2,,{2},Robot;Villain,,,*,3
Super-Skrull,Creature,4,B G R U W,{1}{B}{B}{B},Skrull;Shapeshifter;Villain,,,4,3
Superior Foes of Spider-Man,Creature,3,R,{2}{R},Human;Rogue;Villain,,,3,3
Suplex,Sorcery,2,R,{1}{R},,,removal,,3
Supper for Spiders,Instant,2,B,{1}{B},,,,,3
Supportive Parents,Creature,3,G,{2}{G},Human;Citizen,W U B R G,,3,3
Surveillance Monitor,Creature,4,U,{3}{U},Vedalken;Detective,,,3,3
Surveillance Room,Land,0,,,,W U B R G C,,,3
Suspicious Detonation,Sorcery,5,R,{4}{R},,,,,3
Sustainer of the Realm,Creature,4,W,{2}{W}{W},Angel,,,2,3
Sustenance,Enchantment,2,G,{1}{G},,,,,3
Svyelunite Temple,Land,0,U,,,U,etb-tapped;mana2,,3
Swallowed by Leviathan,Instant,3,U,{2}{U},,,,,3
Swamp,Land,0,B,,Swamp,B,,,3
"Swarm, Being of Bees",Creature,3,B,{2}{B},Insect;Villain,,,2,3
Swiftfoot Boots,Artifact,2,,{2},Equipment,,,,3
Swiftwing Assailant,Creature,4,W,{3}{W},Bird;Warrior,,,3,3
Sword of the Animist,Artifact,2,,{2},Equipment,,fetch:basic;ramp,,3
Swords to Plowshares,Instant,1,W,{W},,,removal,,3
"Swordsman, Sharp Scoundrel",Creature,2,B,{1}{B},Human;Hero;Villain,,draw,2,3
Sylvia Brightspear,Creature,3,W,{2}{W},Human;Knight,,,2,3
Symbiote Spider-Man,Creature,3,B U,{2}{U/B},Symbiote;Spider;Hero,,,2,3
Syphon Fuel,Instant,5,B,{4}{B},,,,,3
Syphon Mind,Sorcery,4,B,{3}{B},,,draw,,3
Syphon Soul,Sorcery,3,B,{2}{B},,,,,3
TCRI Building,Land,0,R U,,,U R,etb-tapped,,3
Tablet of Discovery,Artifact,3,R,{2}{R},,R,mana-restricted;mana2;ramp;rock,,3
Take Up the Shield,Instant,2,W,{1}{W},,,,,3
"Talion, the Kindly Lord",Creature,4,B U,{2}{U}{B},Faerie;Noble,,draw,3,3
Talisman of Conviction,Artifact,2,R W,{2},,W R C,ramp;rock,,3
Talisman of Creativity,Artifact,2,R U,{2},,U R C,ramp;rock,,3
Talisman of Dominance,Artifact,2,B U,{2},,U B C,ramp;rock,,3
Talisman of Hierarchy,Artifact,2,B W,{2},,W B C,ramp;rock,,3
Talisman of Indulgence,Artifact,2,B R,{2},,B R C,ramp;rock,,3
Talisman of Progress,Artifact,2,U W,{2},,W U C,ramp;rock,,3
Talruum Minotaur,Creature,4,R,{2}{R}{R},Minotaur;Berserker,,,3,3
"Tam, Observant Sequencer // Deep Sight",Creature,4,G U,{2}{G}{U} // {G}{U},Gorgon;Wizard,,draw,4,3
"Tannuk, Steadfast Second",Creature,4,R,{2}{R}{R},Kavu;Pilot,,,3,3
Tarpan,Creature,1,G,{G},Horse,,,1,3
Task Force,Creature,3,W,{2}{W},Human;Rebel,,,1,3
"Taskmaster, Mercenary Mimic",Creature,4,B U,{2}{U}{B},Human;Mercenary;Villain,,,3,3
Tataru Taru,Creature,2,W,{1}{W},Dwarf;Advisor,,draw,0,3
Taxi Driver,Creature,2,R,{1}{R},Human;Pilot,,,3,3
Teacher's Pest,Creature,2,B G,{B}{G},Skeleton;Pest,,,1,3
Team Tactics,Instant,2,R,{1}{R},,,,,3
Tectonic Break,Sorcery,2,R,{X}{R}{R},,,,,3
Tectonic Giant,Creature,4,R,{2}{R}{R},Elemental;Giant,,,3,3
"Teferi, Time Raveler",Planeswalker,3,U W,{1}{W}{U},Teferi,,draw,,3
Telepathic Spies,Creature,3,U,{2}{U},Human;Wizard,,,2,3
Temple of Abandon,Land,0,G R,,,R G,etb-tapped,,3
Temple of Enlightenment,Land,0,U W,,,W U,etb-tapped,,3
Temple of Malady,Land,0,B G,,,B G,etb-tapped,,3
Temple of Malice,Land,0,B R,,,B R,etb-tapped,,3
Temple of Plenty,Land,0,G W,,,W G,etb-tapped,,3
Temple of Triumph,Land,0,R W,,,W R,etb-tapped,,3
Temple of the False God,Land,0,,,,C,mana2,,3
Temur Ascendancy,Enchantment,3,G R U,{G}{U}{R},,,draw,,3
Temur Battlecrier,Creature,3,G R U,{G}{U}{R},Orc;Ranger,,,4,3
Tendershoot Dryad,Creature,5,G,{4}{G},Dryad,,,2,3
Tendrils of Despair,Sorcery,1,B,{B},,,,,3
Tenth District Hero,Creature,2,W,{1}{W},Human,,,2,3
"Teo, Spirited Glider",Creature,4,U,{3}{U},Human;Pilot;Ally,,draw,1,3
Terminate,Instant,2,B R,{B}{R},,,removal,,3
Terrain Generator,Land,0,,,,C,,,3
Terramorphic Expanse,Land,0,,,,,fetch:basic;ramp,,3
"Terrian, World Tyrant",Creature,5,G,{2}{G}{G}{G},Dinosaur;Ooze,,,9,3
Terrific Team-Up,Instant,4,G,{3}{G},,,,,3
Terror,Instant,2,B,{1}{B},,,removal,,3
"Teshar, Ancestor's Apostle",Creature,4,W,{3}{W},Bird;Cleric,,,2,3
Tester of the Tangential,Creature,2,U,{1}{U},Djinn;Wizard,,,1,3
Textbook Tabulator,Creature,3,U,{2}{U},Frog;Wizard,,,0,3
Thancred Waters,Creature,5,W,{4}{W},Human;Warrior,,,3,3
"Thanos, the Mad Titan",Creature,3,B G R U W,{R}{W}{B},Eternal;Villain,,,4,3
The Astonishing Ant-Man,Creature,2,G U,{G}{U},Human;Scientist;Hero,,draw,1,3
The Black Arrow,Artifact,3,,{3},Equipment,,,,3
"The Boulder, Ready to Rumble",Creature,4,G,{3}{G},Human;Warrior;Performer,,,4,3
The Cave of Two Lovers,Enchantment,4,R,{3}{R},Saga,,fetch:mountain,,3
The Chief Warg,Creature,4,B G,{2}{B}{G},Wolf,,draw,3,3
The Clone Saga,Enchantment,4,U,{3}{U},Saga,,draw,,3
The Coming of Galactus,Enchantment,5,B G,{2}{B}{B}{G},Saga,,removal,,3
The Crystal's Chosen,Sorcery,7,W,{5}{W}{W},,,,,3
The Death of Gwen Stacy,Enchantment,3,B,{2}{B},Saga,,removal,,3
The Eagles Are Coming!,Instant,2,W,{1}{W},,,,,3
The Emperor of Palamecia,Creature,2,R U,{U}{R},Human;Noble;Wizard,U R,dork;mana-restricted;ramp,2,3
The Gold Saucer,Land,0,,,Town,C,draw,,3
The Great Goblin,Creature,3,B R,{1}{B/R}{B/R},Goblin;Noble,,,3,3
The Kingpin of Crime,Creature,3,B W,{1}{W}{B},Human;Villain,,,1,3
The Lonely Mountain,Land,0,R,,Mountain,R,etb-tapped-cond,,3
The Lord of the Eagles,Creature,9,U,{7}{U}{U},Bird;Noble,,,8,3
The Master of Lake-town,Creature,3,B,{1}{B}{B},Human;Advisor,,draw,3,3
The Masters of Evil,Creature,6,B,{5}{B},Human;Villain,,,5,3
"The Mechanist, Aerial Artisan",Creature,3,U,{2}{U},Human;Artificer;Ally,,draw,1,3
"The Mighty Thor, Jane Foster",Creature,3,U W,{1}{W}{U},Human;God;Hero,,draw,3,3
The Mind Stone,Artifact,2,W,{1}{W},Infinity;Stone,W,ramp;rock,,3
The Misty Mountains Cold,Enchantment,3,R,{2}{R},Saga,W U B R G,,,3
The Mountain-king's Return,Enchantment,3,W,{2}{W},Saga,,draw,,3
The Notary Hobbits,Creature,5,G,{3}{G}{G},Halfling;Advisor,C,dork;ramp,1,3
The Queen of Dale,Creature,2,W,{1}{W},Human;Noble,,draw,2,3
The Reaver Cleaver,Artifact,3,R,{2}{R},Equipment,,,,3
The Sackville-Bagginses,Creature,2,B,{1}{B},Halfling;Citizen,,draw,2,3
The Scarlet Witch,Creature,3,R,{2}{R},Mutant;Warlock;Hero,,,2,3
The Serpent Society,Creature,3,B G,{1}{B}{G},Human;Snake;Villain,,,3,3
The Spot's Portal,Instant,3,B,{2}{B},,,,,3
The Super Hero Civil War,Enchantment,5,R W,{3}{R}{W},Saga,,,,3
"The Thing, Ben Grimm",Creature,6,G,{5}{G},Human;Hero,,,7,3
The Unbeatable Squirrel Girl,Creature,4,G,{1}{G}{G}{G},Squirrel;Human;Hero,,,4,3
The Ur-Dragon,Creature,9,B G R U W,{4}{W}{U}{B}{R}{G},Dragon;Avatar,,discount-cmd:dragon:1,10,3
The Vision,Creature,4,,{4},Robot;Hero,,draw,2,3
"The Wasp, Winsome Avenger",Creature,2,U,{1}{U},Human;Hero,,,2,3
"The Whizzer, Classic Speedster",Creature,4,R,{3}{R},Human;Hero,,,3,3
The Wondrous Wasp,Creature,2,U,{1}{U},Human;Hero,,,2,3
Theater of Horrors,Enchantment,3,B R,{1}{B}{R},,,,,3
Thermal Glider,Creature,3,W,{2}{W},Human;Rebel,,,2,3
Thermo-Alchemist,Creature,2,R,{1}{R},Human;Shaman,,,0,3
They Went This Way,Sorcery,3,G,{2}{G},,,draw;fetch:basic;ramp,,3
Thicket Basilisk,Creature,5,G,{3}{G}{G},Basilisk,,,2,3
Think Twice,Instant,2,U,{1}{U},,,draw,,3
Thirst for Identity,Instant,3,U,{2}{U},,,draw,,3
Thirst for Knowledge,Instant,3,U,{2}{U},,,draw,,3
Thor Odinson,Creature,5,R W,{3}{R}{W},God;Warrior;Hero,,,4,3
"Thor, Asgard's Avenger",Creature,4,R,{2}{R}{R},God;Warrior;Hero,,,4,3
Thorin Oakenshield,Creature,2,R W,{R}{W},Dwarf;Noble,,,3,3
Thorin's Last Stand,Instant,4,W,{2}{W}{W},,,removal,,3
"Thorin, King of Durin's Folk",Creature,5,R W,{3}{R}{W},Dwarf;Noble,,,4,3
"Thorin, Mountain-king",Creature,4,R,{3}{R},Dwarf;Noble,,,3,3
Thornwind Faeries,Creature,3,U,{1}{U}{U},Faerie,,,1,3
Thornwood Falls,Land,0,G U,,,U G,etb-tapped,,3
Thought Vessel,Artifact,2,,{2},,C,ramp;rock,,3
Thoughtweft Charge,Instant,2,G,{1}{G},,,draw,,3
Thran Lens,Artifact,2,,{2},,,,,3
Thran Weaponry,Artifact,4,,{4},,,,,3
Thranduil's Company,Creature,4,G U,{2}{G}{U},Elf;Soldier,,,3,3
Thranduil's Decree,Instant,6,U,{4}{U}{U},,,counter,,3
"Thranduil, Sindarin Liege // Silvan Rally",Creature,4,G U,{2}{G/U}{G/U} // {1}{G/U}{G/U},Elf;Noble,,,2,3
"Thranduil, the Elvenking",Creature,5,B G U,{2}{B}{G}{U},Elf;Noble,,draw,5,3
"Three Dog, Galaxy News DJ",Creature,3,R W,{1}{R}{W},Human;Bard,,,1,3
Thresher Beast,Creature,5,G,{3}{G}{G},Beast,,,4,3
Thriving Bluff,Land,0,R,,,W U B R G,etb-tapped,,3
Thriving Grove,Land,0,G,,,W U B R G,etb-tapped,,3
Thriving Isle,Land,0,U,,,W U B R G,etb-tapped,,3
Throne of Bone,Artifact,1,,{1},,,,,3
Through the Breach,Instant,5,R,{4}{R},Arcane,,,,3
Through the Forest Gate,Sorcery,8,G,{6}{G}{G},,,,,3
Throw from the Saddle,Sorcery,2,G,{1}{G},,,,,3
Thrór's Map,Artifact,2,,{2},,,draw;fetch:basic,,3
Thunder Magic,Instant,1,R,{R},,,,,3
Thunder Salvo,Instant,2,R,{1}{R},,,,,3
Thunderbolts Conspiracy,Enchantment,4,B,{3}{B},,,,,3
Thunderclap,Instant,3,R,{2}{R},,,,,3
Thunderclap Wyvern,Creature,4,U W,{2}{W}{U},Drake,,,2,3
Thunderhead Gunner,Creature,5,R,{4}{R},Shark;Pirate,,draw,4,3
Thundering Falls,Land,0,R U,,Island;Mountain,U R,etb-tapped,,3
Thwart,Instant,4,U,{2}{U}{U},,,counter,,3
Thwip!,Instant,1,W,{W},,,,,3
Ticket Tortoise,Creature,2,,{2},Turtle,W U B R G,dork;ramp;rock,3,3
Tidal Bore,Instant,2,U,{1}{U},,,,,3
Tide Skimmer,Creature,4,U,{3}{U},Drake,,draw,2,3
Tidings of War,Sorcery,1,R,{R},,,,,3
Tifa Lockhart,Creature,2,G,{1}{G},Human;Monk,,,1,3
"Tifa, Martial Artist",Creature,4,G R W,{1}{R}{G}{W},Human;Monk,,,4,3
"Tiger Shark, Abyssal Hunter",Creature,4,B U,{2}{U/B}{U/B},Shark;Human;Villain,,draw,2,3
"Tigra, Feline Fury",Creature,2,G,{1}{G},Cat;Human;Hero,,,2,3
Time Ebb,Sorcery,3,U,{2}{U},,,,,3
Time Wipe,Sorcery,5,U W,{2}{W}{W}{U},,,wipe,,3
Timid Drake,Creature,3,U,{2}{U},Drake,,,3,3
Tinker,Sorcery,3,U,{2}{U},,,,,3
"Tippy-Toe, Terrific Partner",Creature,4,G,{3}{G},Squirrel;Hero,,draw,2,3
Tireless Tracker,Creature,3,G,{2}{G},Human;Scout,,draw,3,3
Titan Hunter,Creature,5,B,{4}{B},Human;Warrior,,,4,3
Titan's Grave,Land,0,B G,,,B G,etb-tapped,,3
"Titania, Rugged Rumbler",Creature,3,B G,{2}{B/G},Human;Villain,,,5,3
Tocasia's Welcome,Enchantment,3,W,{2}{W},,,draw,,3
Tolarian Drake,Creature,3,U,{2}{U},Drake,,,2,3
Tolarian Winds,Instant,2,U,{1}{U},,,,,3
Tom Bombadil,Creature,5,B G R U W,{W}{U}{B}{R}{G},God;Bard,,,4,3
"Tom, Bert, and William",Creature,5,B G,{3}{B}{G},Troll,,,5,3
"Tombstone, Career Criminal",Creature,3,B,{2}{B},Human;Villain,,discount:villain:1,2,3
Tome Blast,Sorcery,2,R,{1}{R},,,,,3
Tome of Legends,Artifact,2,,{2},Book,,draw,,3
Tonberry,Creature,1,B,{B},Salamander;Horror,,,2,3
Tonic Peddler,Creature,2,W,{1}{W},Human;Spellshaper,,,1,3
Too Evil to Stay Dead,Sorcery,3,B,{2}{B},,,,,3
Topple,Sorcery,3,W,{2}{W},,,removal,,3
Torment,Enchantment,2,B,{1}{B},Aura,,,,3
Torrential Gearhulk,Creature,6,U,{4}{U}{U},Construct,,,5,3
Toxic Deluge,Sorcery,3,B,{2}{B},,,wipe,,3
Toxin Analysis,Instant,1,B,{B},,,draw,,3
Tragedy Feaster,Creature,4,B,{2}{B}{B},Demon,,,7,3
Tragic Arrogance,Sorcery,5,W,{3}{W}{W},,,,,3
Tragic Poet,Creature,1,W,{W},Human,,,1,3
Trailblazer's Boots,Artifact,2,,{2},Equipment,,,,3
Trained Orgg,Creature,7,R,{6}{R},Orgg,,,6,3
Training Compound,Land,0,G R,,,R G C,,,3
Training Regimen,Enchantment,4,G,{3}{G},,,,,3
Tranquil Cove,Land,0,U W,,,W U,etb-tapped,,3
Tranquility,Sorcery,3,G,{2}{G},,,wipe,,3
Transit Mage,Creature,3,U,{2}{U},Human;Wizard,,,2,3
Transpose,Instant,3,B,{2}{B},,,draw,,3
Trap Runner,Creature,4,W,{2}{W}{W},Human;Soldier,,,2,3
Treefolk Mystic,Creature,4,G,{3}{G},Treefolk,,,2,3
Treetop Bracers,Enchantment,2,G,{1}{G},Aura,,,,3
Treetop Freedom Fighters,Creature,3,R,{2}{R},Human;Rebel;Ally,,,2,3
Treetop Rangers,Creature,3,G,{2}{G},Elf;Ranger,,,2,3
Treetop Snarespinner,Creature,4,G,{3}{G},Spider,,,1,3
Tremor,Sorcery,1,R,{R},,,,,3
Trenching Steed,Creature,4,W,{3}{W},Horse;Rebel,,,2,3
"Treno, Dark City",Land,0,B U,,Town,U B,etb-tapped,,3
Tributary Vaulter,Creature,3,W,{2}{W},Merfolk;Warrior,,,1,3
Trickster Mage,Creature,1,U,{U},Human;Spellshaper,,,1,3
Trickster's Stratagem,Sorcery,4,U,{3}{U},,,draw,,3
Trip Up,Instant,4,U,{3}{U},,,draw,,3
Troll Negotiations,Sorcery,4,G,{2}{G}{G},,,,,3
Troop of Ponies,Creature,2,,{2},Horse,,fetch:basic;ramp,2,3
Truck Toss,Instant,4,R,{2}{R}{R},,,,,3
Trudge Garden,Enchantment,3,G,{2}{G},,,,,3
True Conviction,Enchantment,6,W,{3}{W}{W}{W},,,,,3
"Trystan, Callous Cultivator",Creature,3,B G,{2}{G},Elf;Druid,,,3,3
Tundra Tank,Artifact,3,B,{2}{B},Vehicle,R,,4,3
Tundra Wolves,Creature,1,W,{W},Wolf,,,1,3
Tune Up,Sorcery,4,W,{3}{W},,,,,3
Tunnel Rats,Creature,2,B,{1}{B},Rat,,,2,3
Turbulent Fen,Land,0,B G,,Swamp;Forest,B G,etb-tapped-cond,,3
Turbulent Steppe,Land,0,R W,,Mountain;Plains,W R,etb-tapped-cond,,3
Turtle-Duck,Creature,1,G,{G},Turtle;Bird,,,0,3
Tweeze,Instant,3,R,{2}{R},,,draw,,3
Twilight Diviner,Creature,3,B,{2}{B},Elf;Cleric,,,3,3
Twilight Mire,Land,0,B G,,,B G C,mana3,,3
Two-Headed Dragon,Creature,6,R,{4}{R}{R},Dragon,,,4,3
"Tyrox, Saurid Tyrant",Creature,2,R,{1}{R},Dinosaur;Warrior,,,4,3
Ulna Alley Shopkeep,Creature,3,B,{2}{B},Goblin;Warlock,,,2,3
Ultima Weapon,Artifact,7,,{7},Equipment,,,,3
Ultimate Alliance,Instant,1,W,{W},,,,,3
Ultimate Green Goblin,Creature,3,B R,{1}{B/R}{B/R},Goblin;Villain,,,5,3
Ultimate Magic: Holy,Instant,3,W,{2}{W},,,,,3
Ultimate Magic: Meteor,Sorcery,6,R,{5}{R},,,,,3
"Ultimecia, Temporal Threat",Creature,6,U,{4}{U}{U},Human;Warlock,,draw,4,3
"Ultimecia, Time Sorceress",Creature,5,B U,{3}{U}{B},Human;Warlock,,,4,3
Ultron Drone,Creature,3,,{3},Robot;Villain,,,2,3
"Ultron, Artificial Malevolence",Creature,3,,{3},Robot;Villain,,,2,3
Umbral Collar Zealot,Creature,2,B,{1}{B},Human;Cleric,,,3,3
Unauthorized Exit,Instant,2,U,{1}{U},,,,,3
Unbury,Instant,2,B,{1}{B},,,,,3
Unclaimed Territory,Land,0,,,,W U B R G C,mana-restricted,,3
Uncover the Moon-Letters,Enchantment,4,U,{3}{U},,,draw,,3
Undercity Dire Rat,Creature,2,B,{1}{B},Rat,W U B R G,dork;ramp,2,3
Undercover Skrull,Creature,2,G,{1}{G},Skrull;Shapeshifter;Villain,W U B R G,dork;ramp,1,3
Underground River,Land,0,B U,,,U B C,,,3
Undergrowth Recon,Enchantment,3,G,{1}{G}{G},,,,,3
Underworld Dreams,Enchantment,3,B,{B}{B}{B},,,,,3
Undo,Sorcery,3,U,{1}{U}{U},,,,,3
Unearth,Sorcery,1,B,{B},,,draw,,3
Uneasy Partings,Instant,4,U,{3}{U},,,,,3
Unexpected Assistance,Instant,5,U,{3}{U}{U},,,draw,,3
Unfinished Business,Sorcery,5,W,{3}{W}{W},,,,,3
United Battlefront,Sorcery,4,W,{3}{W},,,,,3
University Campus,Land,0,U W,,,W U,etb-tapped,,3
Unlicensed Disintegration,Instant,3,B R,{1}{B}{R},,,removal,,3
Unliving Legionnaire,Creature,4,B,{3}{B},Vampire;Villain,,,3,3
Unlucky Witness,Creature,1,R,{R},Human;Citizen,,,1,3
Unrooted Ancestor,Creature,3,B,{2}{B},Spirit;Cleric,,,3,3
Unscrupulous Agent,Creature,2,B,{1}{B},Elf;Detective,,,1,3
Unstable Experiment,Instant,2,U,{1}{U},,,draw,,3
Unstoppable Plan,Enchantment,3,U,{2}{U},,,,,3
Unsubtle Mockery,Instant,3,R,{2}{R},,,,,3
Unsummon,Instant,1,U,{U},,,,,3
Up the Beanstalk,Enchantment,2,G,{1}{G},,,draw,,3
Uphill Battle,Enchantment,3,R,{2}{R},,,,,3
Urborg Volcano,Land,0,B R,,,B R,etb-tapped,,3
"Ureni, the Song Unending",Creature,8,G R U,{5}{G}{U}{R},Spirit;Dragon,,,10,3
Urianger Augurelt,Creature,2,U W,{W}{U},Elf;Advisor,,,1,3
Urza's Blueprints,Artifact,6,,{6},,,draw,,3
Utrom Scientists,Creature,3,U,{2}{U},Utrom;Robot;Scientist,,,2,3
"Vadmir, New Blood",Creature,2,B,{1}{B},Vampire;Rogue,,,2,3
"Vaevictis Asmadi, the Dire",Creature,6,B G R,{3}{B}{R}{G},Elder;Dragon,,,6,3
"Valeria Richards, Precocious",Creature,4,U,{3}{U},Human;Scientist;Hero,,discount:noncreature:1;draw,3,3
Valorous Stance,Instant,2,W,{1}{W},,,removal,,3
Vampire Gourmand,Creature,2,B,{1}{B},Vampire,,draw,2,3
Vampire Nighthawk,Creature,3,B,{1}{B}{B},Vampire;Shaman,,,2,3
Vandalblast,Sorcery,1,R,{R},,,removal,,3
Vanguard Seraph,Creature,4,W,{3}{W},Angel;Warrior,,,3,3
Vanguard of the Restless,Creature,3,W,{2}{W},Spirit;Knight,,,2,3
Vanquish the Horde,Sorcery,8,W,{6}{W}{W},,,wipe,,3
Vault 101: Birthday Party,Enchantment,4,W,{3}{W},Saga,,,,3
Vault 21: House Gambit,Enchantment,2,R,{1}{R},Saga,,draw,,3
Vaultborn Tyrant,Creature,7,G,{5}{G}{G},Dinosaur,,draw,6,3
Vayne's Treachery,Instant,2,B,{1}{B},,,,,3
"Vector, Imperial Capital",Land,0,B R,,Town,B R,etb-tapped,,3
Veiled Apparition,Enchantment,2,U,{1}{U},,,,,3
Veinwitch Coven,Creature,3,B,{2}{B},Vampire;Warlock,,,3,3
Veloheart Bike,Artifact,3,G,{2}{G},Vehicle,W U B R G,ramp;rock,4,3
Velvetwing Butterflies // Gaze in Wonder,Creature,3,W,{2}{W} // {1}{W},Insect,,,2,3
Vendetta,Instant,1,B,{B},,,removal,,3
Venerable Monk,Creature,3,W,{2}{W},Human;Monk;Cleric,,,2,3
Venerable Warsinger,Creature,3,R W,{1}{R}{W},Spirit;Cleric,,,3,3
Vengeful Creeper,Creature,5,G,{4}{G},Plant;Elemental,,,5,3
Vengeful Townsfolk,Creature,3,W,{2}{W},Human;Citizen,,,3,3
"Venom, Evil Unleashed",Creature,5,B,{4}{B},Symbiote;Villain,,,4,3
Venomous Dragonfly,Creature,4,G,{3}{G},Insect,,,1,3
Vernal Fen,Land,0,B G,,Swamp;Forest,B G,etb-tapped-cond,,3
"Veronica, Dissident Scribe",Creature,3,R,{2}{R},Human;Artificer;Rogue,,draw,3,3
Vertigo,Instant,1,R,{R},,,,,3
Veteran Ice Climber,Creature,2,U,{1}{U},Human;Scout,,,1,3
Viashino Bey,Creature,4,R,{2}{R}{R},Lizard,,,4,3
Viashino Cutthroat,Creature,4,R,{2}{R}{R},Lizard,,,5,3
Viashino Heretic,Creature,3,R,{2}{R},Lizard,,,1,3
Viashino Runner,Creature,4,R,{3}{R},Lizard,,,3,3
Viashino Sandscout,Creature,2,R,{1}{R},Lizard;Scout,,,2,3
Vibranium Energy Daggers,Artifact,1,,{1},Equipment,,,,3
Vibrant Cityscape,Land,0,,,,,fetch:basic;ramp,,3
Vibrant Outburst,Instant,2,R U,{U}{R},,,,,3
Villainous Hideout,Land,0,,,,W U B R G C,draw;mana-restricted,,3
Villainous Wrath,Sorcery,5,B,{3}{B}{B},,,wipe,,3
Vincent's Limit Break,Instant,2,B,{1}{B},,,,,3
"Vincent, Vengeful Atoner",Creature,3,R,{2}{R},Assassin,,,3,3
Vindicate,Sorcery,3,B W,{1}{W}{B},,,removal,,3
Vine Trellis,Creature,2,G,{1}{G},Plant;Wall,G,dork;ramp,0,3
Vintara Elephant,Creature,5,G,{4}{G},Elephant,,,4,3
Viridescent Bog,Land,0,B G,,,B G,mana2,,3
Virtuous Variant,Creature,3,W,{2}{W},Spider;Human;Hero,,,1,3
